Path,len of pg_no and subjects,Page nos,subjects
/Users/gokulakrishnan/Desktop/extra study/Subject_Extractor/uploads/IIT M DEGREE AN2 EXAM QPE2.pdf,"[11, 11]","[2, 20, 37, 52, 73, 92, 97, 111, 121, 136, 151]","['Sw Testing', 'AI', 'Deep Learning', 'Market Research', 'Fin Forensics', 'PSM', 'RL', 'Statistical Computing', 'Advanced Algorithms', 'Data Viz', 'Sem2 Statistics2']"
